,b,f,n,snr,variable,value,Error Type,Segmentation Method,Signal to Noise Ratio,Error Rate
1000,15,68,20,2.65,three_means_pe,-11.0113792419,Foreground Pixel Count Error,three_means,2.65,-11.0113792419
1001,28,137,13,8.38461538462,three_means_pe,-12.5995063782,Foreground Pixel Count Error,three_means,8.38461538462,-12.5995063782
1002,18,197,24,7.45833333333,three_means_pe,-10.5160646439,Foreground Pixel Count Error,three_means,7.45833333333,-10.5160646439
1003,37,232,6,32.5,three_means_pe,-14.7122907639,Foreground Pixel Count Error,three_means,32.5,-14.7122907639
1004,49,168,17,7.0,three_means_pe,-15.8279285431,Foreground Pixel Count Error,three_means,7.0,-15.8279285431
1005,26,188,20,8.1,three_means_pe,-13.7037849426,Foreground Pixel Count Error,three_means,8.1,-13.7037849426
1006,38,146,15,7.2,three_means_pe,-14.80382061,Foreground Pixel Count Error,three_means,7.2,-14.80382061
1007,7,166,7,22.7142857143,three_means_pe,-11.7448539734,Foreground Pixel Count Error,three_means,22.7142857143,-11.7448539734
1008,9,185,20,8.8,three_means_pe,-9.4916677475,Foreground Pixel Count Error,three_means,8.8,-9.4916677475
1009,13,229,20,10.8,three_means_pe,-10.7015142441,Foreground Pixel Count Error,three_means,10.8,-10.7015142441
1010,7,101,21,4.47619047619,three_means_pe,-8.08604431152,Foreground Pixel Count Error,three_means,4.47619047619,-8.08604431152
1011,8,137,5,25.8,three_means_pe,-12.3409385681,Foreground Pixel Count Error,three_means,25.8,-12.3409385681
1012,35,140,12,8.75,three_means_pe,-16.4066314697,Foreground Pixel Count Error,three_means,8.75,-16.4066314697
1013,26,128,7,14.5714285714,three_means_pe,-14.9760293961,Foreground Pixel Count Error,three_means,14.5714285714,-14.9760293961
1014,42,173,8,16.375,three_means_pe,-14.8982515335,Foreground Pixel Count Error,three_means,16.375,-14.8982515335
1015,27,218,10,19.1,three_means_pe,-16.0114040375,Foreground Pixel Count Error,three_means,19.1,-16.0114040375
1016,1,204,24,8.45833333333,three_means_pe,-6.90304660797,Foreground Pixel Count Error,three_means,8.45833333333,-6.90304660797
1017,3,164,13,12.3846153846,three_means_pe,-7.60479259491,Foreground Pixel Count Error,three_means,12.3846153846,-7.60479259491
1018,25,124,11,9.0,three_means_pe,-14.9029302597,Foreground Pixel Count Error,three_means,9.0,-14.9029302597
1019,30,129,23,4.30434782609,three_means_pe,-12.932311058,Foreground Pixel Count Error,three_means,4.30434782609,-12.932311058
1020,4,174,18,9.44444444444,three_means_pe,-7.87127542496,Foreground Pixel Count Error,three_means,9.44444444444,-7.87127542496
1021,24,94,19,3.68421052632,three_means_pe,-12.6812133789,Foreground Pixel Count Error,three_means,3.68421052632,-12.6812133789
1022,35,201,17,9.76470588235,three_means_pe,-14.4195756912,Foreground Pixel Count Error,three_means,9.76470588235,-14.4195756912
1023,35,162,6,21.1666666667,three_means_pe,-14.0728521347,Foreground Pixel Count Error,three_means,21.1666666667,-14.0728521347
1024,6,147,16,8.8125,three_means_pe,-8.5517988205,Foreground Pixel Count Error,three_means,8.8125,-8.5517988205
1025,6,221,25,8.6,three_means_pe,-8.70573234558,Foreground Pixel Count Error,three_means,8.6,-8.70573234558
1026,33,181,11,13.4545454545,three_means_pe,-13.8547801971,Foreground Pixel Count Error,three_means,13.4545454545,-13.8547801971
1027,41,229,8,23.5,three_means_pe,-13.7880382538,Foreground Pixel Count Error,three_means,23.5,-13.7880382538
1028,19,169,10,15.0,three_means_pe,-13.8937931061,Foreground Pixel Count Error,three_means,15.0,-13.8937931061
1029,50,173,14,8.78571428571,three_means_pe,-14.8354454041,Foreground Pixel Count Error,three_means,8.78571428571,-14.8354454041
1030,11,196,23,8.04347826087,three_means_pe,-10.1796188354,Foreground Pixel Count Error,three_means,8.04347826087,-10.1796188354
1031,12,229,21,10.3333333333,three_means_pe,-9.99861526489,Foreground Pixel Count Error,three_means,10.3333333333,-9.99861526489
1032,25,101,21,3.61904761905,three_means_pe,-12.4642858505,Foreground Pixel Count Error,three_means,3.61904761905,-12.4642858505
1033,6,133,19,6.68421052632,three_means_pe,-8.09279155731,Foreground Pixel Count Error,three_means,6.68421052632,-8.09279155731
1034,25,84,6,9.83333333333,three_means_pe,-14.5540962219,Foreground Pixel Count Error,three_means,9.83333333333,-14.5540962219
1035,4,154,14,10.7142857143,three_means_pe,-8.54253196716,Foreground Pixel Count Error,three_means,10.7142857143,-8.54253196716
1036,2,104,23,4.4347826087,three_means_pe,-6.23356056213,Foreground Pixel Count Error,three_means,4.4347826087,-6.23356056213
1037,44,232,25,7.52,three_means_pe,-14.1155605316,Foreground Pixel Count Error,three_means,7.52,-14.1155605316
1038,44,132,22,4.0,three_means_pe,-13.2433137894,Foreground Pixel Count Error,three_means,4.0,-13.2433137894
1039,19,169,19,7.89473684211,three_means_pe,-11.0420970917,Foreground Pixel Count Error,three_means,7.89473684211,-11.0420970917
1040,15,217,16,12.625,three_means_pe,-12.0513143539,Foreground Pixel Count Error,three_means,12.625,-12.0513143539
1041,1,213,17,12.4705882353,three_means_pe,-6.87559318542,Foreground Pixel Count Error,three_means,12.4705882353,-6.87559318542
1042,18,129,7,15.8571428571,three_means_pe,-16.043428421,Foreground Pixel Count Error,three_means,15.8571428571,-16.043428421
1043,31,212,7,25.8571428571,three_means_pe,-16.7725124359,Foreground Pixel Count Error,three_means,25.8571428571,-16.7725124359
1044,7,167,15,10.6666666667,three_means_pe,-8.09773826599,Foreground Pixel Count Error,three_means,10.6666666667,-8.09773826599
1045,5,205,10,20.0,three_means_pe,-9.56419086456,Foreground Pixel Count Error,three_means,20.0,-9.56419086456
1046,34,119,13,6.53846153846,three_means_pe,-13.6823101044,Foreground Pixel Count Error,three_means,6.53846153846,-13.6823101044
1047,32,173,15,9.4,three_means_pe,-16.7414798737,Foreground Pixel Count Error,three_means,9.4,-16.7414798737
1048,13,90,10,7.7,three_means_pe,-14.3592834473,Foreground Pixel Count Error,three_means,7.7,-14.3592834473
1049,20,227,18,11.5,three_means_pe,-13.4537401199,Foreground Pixel Count Error,three_means,11.5,-13.4537401199
1050,26,132,24,4.41666666667,three_means_pe,-12.5787334442,Foreground Pixel Count Error,three_means,4.41666666667,-12.5787334442
1051,48,200,11,13.8181818182,three_means_pe,-15.2072753906,Foreground Pixel Count Error,three_means,13.8181818182,-15.2072753906
1052,21,236,6,35.8333333333,three_means_pe,-13.6497802734,Foreground Pixel Count Error,three_means,35.8333333333,-13.6497802734
1053,9,210,10,20.1,three_means_pe,-12.7651033401,Foreground Pixel Count Error,three_means,20.1,-12.7651033401
1054,1,217,18,12.0,three_means_pe,-6.78338623047,Foreground Pixel Count Error,three_means,12.0,-6.78338623047
1055,38,176,8,17.25,three_means_pe,-14.5547876358,Foreground Pixel Count Error,three_means,17.25,-14.5547876358
1056,12,125,15,7.53333333333,three_means_pe,-10.1634263992,Foreground Pixel Count Error,three_means,7.53333333333,-10.1634263992
1057,37,149,25,4.48,three_means_pe,-12.495057106,Foreground Pixel Count Error,three_means,4.48,-12.495057106
1058,49,225,10,17.6,three_means_pe,-13.5161294937,Foreground Pixel Count Error,three_means,17.6,-13.5161294937
1059,19,217,5,39.6,three_means_pe,-13.6019153595,Foreground Pixel Count Error,three_means,39.6,-13.6019153595
1060,50,212,14,11.5714285714,three_means_pe,-15.0872516632,Foreground Pixel Count Error,three_means,11.5714285714,-15.0872516632
1061,45,141,7,13.7142857143,three_means_pe,-14.3009176254,Foreground Pixel Count Error,three_means,13.7142857143,-14.3009176254
1062,22,115,22,4.22727272727,three_means_pe,-12.0196247101,Foreground Pixel Count Error,three_means,4.22727272727,-12.0196247101
1063,14,117,20,5.15,three_means_pe,-9.34986305237,Foreground Pixel Count Error,three_means,5.15,-9.34986305237
1064,20,141,23,5.26086956522,three_means_pe,-12.1124858856,Foreground Pixel Count Error,three_means,5.26086956522,-12.1124858856
1065,8,204,15,13.0666666667,three_means_pe,-10.1224002838,Foreground Pixel Count Error,three_means,13.0666666667,-10.1224002838
1066,32,193,15,10.7333333333,three_means_pe,-14.946644783,Foreground Pixel Count Error,three_means,10.7333333333,-14.946644783
1067,35,160,7,17.8571428571,three_means_pe,-14.4109592438,Foreground Pixel Count Error,three_means,17.8571428571,-14.4109592438
1068,6,197,22,8.68181818182,three_means_pe,-7.4451789856,Foreground Pixel Count Error,three_means,8.68181818182,-7.4451789856
1069,16,113,5,19.4,three_means_pe,-15.2225437164,Foreground Pixel Count Error,three_means,19.4,-15.2225437164
1070,50,144,6,15.6666666667,three_means_pe,-16.3410396576,Foreground Pixel Count Error,three_means,15.6666666667,-16.3410396576
1071,4,218,6,35.6666666667,three_means_pe,-8.9630241394,Foreground Pixel Count Error,three_means,35.6666666667,-8.9630241394
1072,6,61,11,5.0,three_means_pe,-9.2803030014,Foreground Pixel Count Error,three_means,5.0,-9.2803030014
1073,13,83,17,4.11764705882,three_means_pe,-11.5024528503,Foreground Pixel Count Error,three_means,4.11764705882,-11.5024528503
1074,26,201,24,7.29166666667,three_means_pe,-12.3421239853,Foreground Pixel Count Error,three_means,7.29166666667,-12.3421239853
1075,20,175,17,9.11764705882,three_means_pe,-12.5655050278,Foreground Pixel Count Error,three_means,9.11764705882,-12.5655050278
1076,4,151,15,9.8,three_means_pe,-7.84588479996,Foreground Pixel Count Error,three_means,9.8,-7.84588479996
1077,14,127,8,14.125,three_means_pe,-14.8388061523,Foreground Pixel Count Error,three_means,14.125,-14.8388061523
1078,7,166,10,15.9,three_means_pe,-10.8118686676,Foreground Pixel Count Error,three_means,15.9,-10.8118686676
1079,22,192,22,7.72727272727,three_means_pe,-11.2476768494,Foreground Pixel Count Error,three_means,7.72727272727,-11.2476768494
1080,25,237,5,42.4,three_means_pe,-16.1624717712,Foreground Pixel Count Error,three_means,42.4,-16.1624717712
1081,50,179,16,8.0625,three_means_pe,-15.9828042984,Foreground Pixel Count Error,three_means,8.0625,-15.9828042984
1082,47,191,9,16.0,three_means_pe,-15.7161960602,Foreground Pixel Count Error,three_means,16.0,-15.7161960602
1083,23,179,21,7.42857142857,three_means_pe,-14.0998420715,Foreground Pixel Count Error,three_means,7.42857142857,-14.0998420715
1084,10,128,18,6.55555555556,three_means_pe,-9.21968269348,Foreground Pixel Count Error,three_means,6.55555555556,-9.21968269348
1085,36,176,13,10.7692307692,three_means_pe,-14.3348731995,Foreground Pixel Count Error,three_means,10.7692307692,-14.3348731995
1086,21,113,19,4.84210526316,three_means_pe,-12.9840087891,Foreground Pixel Count Error,three_means,4.84210526316,-12.9840087891
1087,50,202,25,6.08,three_means_pe,-14.0001707077,Foreground Pixel Count Error,three_means,6.08,-14.0001707077
1088,24,92,8,8.5,three_means_pe,-13.6741867065,Foreground Pixel Count Error,three_means,8.5,-13.6741867065
1089,23,88,11,5.90909090909,three_means_pe,-13.9679508209,Foreground Pixel Count Error,three_means,5.90909090909,-13.9679508209
1090,13,64,19,2.68421052632,three_means_pe,-11.1834049225,Foreground Pixel Count Error,three_means,2.68421052632,-11.1834049225
1091,21,180,22,7.22727272727,three_means_pe,-11.8391122818,Foreground Pixel Count Error,three_means,7.22727272727,-11.8391122818
1092,1,210,8,26.125,three_means_pe,-7.00652742386,Foreground Pixel Count Error,three_means,26.125,-7.00652742386
1093,6,60,22,2.45454545455,three_means_pe,-10.014424324,Foreground Pixel Count Error,three_means,2.45454545455,-10.014424324
1094,7,217,16,13.125,three_means_pe,-9.42065906525,Foreground Pixel Count Error,three_means,13.125,-9.42065906525
1095,26,200,6,29.0,three_means_pe,-16.7859687805,Foreground Pixel Count Error,three_means,29.0,-16.7859687805
1096,17,122,15,7.0,three_means_pe,-13.1065349579,Foreground Pixel Count Error,three_means,7.0,-13.1065349579
1097,32,151,8,14.875,three_means_pe,-13.1876087189,Foreground Pixel Count Error,three_means,14.875,-13.1876087189
1098,29,188,12,13.25,three_means_pe,-14.3998270035,Foreground Pixel Count Error,three_means,13.25,-14.3998270035
1099,20,204,21,8.7619047619,three_means_pe,-10.5430078506,Foreground Pixel Count Error,three_means,8.7619047619,-10.5430078506
1100,6,237,8,28.875,three_means_pe,-10.1515522003,Foreground Pixel Count Error,three_means,28.875,-10.1515522003
1101,16,131,21,5.47619047619,three_means_pe,-9.69647026062,Foreground Pixel Count Error,three_means,5.47619047619,-9.69647026062
1102,1,163,8,20.25,three_means_pe,-6.43299484253,Foreground Pixel Count Error,three_means,20.25,-6.43299484253
1103,22,68,5,9.2,three_means_pe,-14.7121162415,Foreground Pixel Count Error,three_means,9.2,-14.7121162415
1104,16,222,9,22.8888888889,three_means_pe,-14.9319591522,Foreground Pixel Count Error,three_means,22.8888888889,-14.9319591522
1105,23,153,11,11.8181818182,three_means_pe,-15.0380325317,Foreground Pixel Count Error,three_means,11.8181818182,-15.0380325317
1106,32,119,9,9.66666666667,three_means_pe,-14.9161510468,Foreground Pixel Count Error,three_means,9.66666666667,-14.9161510468
1107,48,136,22,4.0,three_means_pe,-14.9949436188,Foreground Pixel Count Error,three_means,4.0,-14.9949436188
1108,45,156,21,5.28571428571,three_means_pe,-14.4986848831,Foreground Pixel Count Error,three_means,5.28571428571,-14.4986848831
1109,36,230,23,8.4347826087,three_means_pe,-14.00694561,Foreground Pixel Count Error,three_means,8.4347826087,-14.00694561
1110,6,170,23,7.13043478261,three_means_pe,-7.7050151825,Foreground Pixel Count Error,three_means,7.13043478261,-7.7050151825
1111,26,157,22,5.95454545455,three_means_pe,-11.9684829712,Foreground Pixel Count Error,three_means,5.95454545455,-11.9684829712
1112,47,198,22,6.86363636364,three_means_pe,-16.1285629272,Foreground Pixel Count Error,three_means,6.86363636364,-16.1285629272
1113,20,229,8,26.125,three_means_pe,-14.8073511124,Foreground Pixel Count Error,three_means,26.125,-14.8073511124
1114,28,180,10,15.2,three_means_pe,-14.8327150345,Foreground Pixel Count Error,three_means,15.2,-14.8327150345
1115,19,137,6,19.6666666667,three_means_pe,-16.0760307312,Foreground Pixel Count Error,three_means,19.6666666667,-16.0760307312
1116,10,225,22,9.77272727273,three_means_pe,-9.14761829376,Foreground Pixel Count Error,three_means,9.77272727273,-9.14761829376
1117,11,106,23,4.13043478261,three_means_pe,-9.37242698669,Foreground Pixel Count Error,three_means,4.13043478261,-9.37242698669
1118,34,225,19,10.0526315789,three_means_pe,-14.4853496552,Foreground Pixel Count Error,three_means,10.0526315789,-14.4853496552
1119,17,140,16,7.6875,three_means_pe,-12.0253190994,Foreground Pixel Count Error,three_means,7.6875,-12.0253190994
1120,32,230,7,28.2857142857,three_means_pe,-15.1987037659,Foreground Pixel Count Error,three_means,28.2857142857,-15.1987037659
1121,5,100,25,3.8,three_means_pe,-8.13349533081,Foreground Pixel Count Error,three_means,3.8,-8.13349533081
1122,4,107,9,11.4444444444,three_means_pe,-9.1256570816,Foreground Pixel Count Error,three_means,11.4444444444,-9.1256570816
1123,7,156,16,9.3125,three_means_pe,-10.5538434982,Foreground Pixel Count Error,three_means,9.3125,-10.5538434982
1124,8,98,17,5.29411764706,three_means_pe,-9.70739078522,Foreground Pixel Count Error,three_means,5.29411764706,-9.70739078522
1125,38,130,17,5.41176470588,three_means_pe,-16.5019760132,Foreground Pixel Count Error,three_means,5.41176470588,-16.5019760132
1126,8,217,22,9.5,three_means_pe,-9.48379993439,Foreground Pixel Count Error,three_means,9.5,-9.48379993439
1127,6,132,12,10.5,three_means_pe,-8.42077922821,Foreground Pixel Count Error,three_means,10.5,-8.42077922821
1128,39,138,19,5.21052631579,three_means_pe,-14.2093429565,Foreground Pixel Count Error,three_means,5.21052631579,-14.2093429565
1129,47,170,25,4.92,three_means_pe,-12.5535850525,Foreground Pixel Count Error,three_means,4.92,-12.5535850525
1130,34,158,6,20.6666666667,three_means_pe,-14.517241478,Foreground Pixel Count Error,three_means,20.6666666667,-14.517241478
1131,2,217,18,11.9444444444,three_means_pe,-6.5073223114,Foreground Pixel Count Error,three_means,11.9444444444,-6.5073223114
1132,31,117,9,9.55555555556,three_means_pe,-13.975361824,Foreground Pixel Count Error,three_means,9.55555555556,-13.975361824
1133,24,221,12,16.4166666667,three_means_pe,-14.2381286621,Foreground Pixel Count Error,three_means,16.4166666667,-14.2381286621
1134,50,102,8,6.5,three_means_pe,-15.8697280884,Foreground Pixel Count Error,three_means,6.5,-15.8697280884
1135,43,218,15,11.6666666667,three_means_pe,-15.4095811844,Foreground Pixel Count Error,three_means,11.6666666667,-15.4095811844
1136,22,94,12,6.0,three_means_pe,-14.2439413071,Foreground Pixel Count Error,three_means,6.0,-14.2439413071
1137,20,206,6,31.0,three_means_pe,-15.2311306,Foreground Pixel Count Error,three_means,31.0,-15.2311306
1138,42,175,24,5.54166666667,three_means_pe,-14.095246315,Foreground Pixel Count Error,three_means,5.54166666667,-14.095246315
1139,39,172,24,5.54166666667,three_means_pe,-14.1348171234,Foreground Pixel Count Error,three_means,5.54166666667,-14.1348171234
1140,10,73,16,3.9375,three_means_pe,-9.44047451019,Foreground Pixel Count Error,three_means,3.9375,-9.44047451019
1141,12,166,6,25.6666666667,three_means_pe,-13.1794157028,Foreground Pixel Count Error,three_means,25.6666666667,-13.1794157028
